2022,BCS,82,2022BCS0082,,,26-3-2003,2003-03-26
2022,BCS,83,2022BCS0083,,,16-7-2005,2005-07-16
2022,BCS,84,2022BCS0084,,,3-11-2004,2004-11-03
2022,BCS,85,2022BCS0085,,,9-6-2003,2003-06-09
2022,BCS,86,2022BCS0086,,,4-5-2005,2005-05-04
2022,BCS,87,2022BCS0087,,,14-6-2003,2003-06-14
2022,BCS,88,2022BCS0088,,,30-11-2003,2003-11-30
2022,BCS,89,2022BCS0089,,,21-4-2004,2004-04-21
2022,BCS,90,2022BCS0090,,,29-10-2003,2003-10-29
2022,BCS,91,2022BCS0091,,,27-12-2003,2003-12-27
2022,BCS,92,2022BCS0092,,,28-10-2004,2004-10-28
2022,BCS,93,2022BCS0093,,,21-5-2005,2005-05-21
2022,BCS,94,2022BCS0094,,,5-2-2005,2005-02-05
2022,BCS,95,2022BCS0095,,,15-9-2004,2004-09-15
2022,BCS,96,2022BCS0096,,,12-8-2004,2004-08-12
2022,BCS,97,2022BCS0097,,,14-4-2004,2004-04-14
2022,BCS,98,2022BCS0098,,,2-11-2004,2004-11-02
2022,BCS,99,2022BCS0099,,,2-3-2002,2002-03-02
2022,BCS,100,2022BCS0100,,,16-8-2004,2004-08-16
2022,BCS,101,2022BCS0101,,,10-3-2004,2004-03-10
2022,BCS,102,2022BCS0102,,,23-8-2004,2004-08-23
2022,BCS,103,2022BCS0103,,,19-6-2003,2003-06-19
2022,BCS,104,2022BCS0104,,,11-5-2004,2004-05-11
2022,BCS,105,2022BCS0105,,,5-8-2004,2004-08-05
2022,BCS,106,2022BCS0106,,,27-6-2005,2005-06-27
2022,BCS,107,2022BCS0107,,,5-11-2003,2003-11-05
2022,BCS,108,2022BCS0108,,,13-6-2004,2004-06-13
2022,BCS,109,2022BCS0109,,,11-11-2003,2003-11-11
2022,BCS,110,2022BCS0110,,,7-6-2005,2005-06-07
2022,BCS,111,2022BCS0111,,,27-10-2004,2004-10-27
2022,BCS,112,2022BCS0112,,,24-11-2004,2004-11-24
2022,BCS,114,2022BCS0114,,,27-1-2004,2004-01-27
2022,BCS,115,2022BCS0115,,,1-2-2005,2005-02-01
2022,BCS,116,2022BCS0116,,,10-1-2004,2004-01-10
2022,BCS,117,2022BCS0117,,,1-1-2004,2004-01-01
2022,BCS,118,2022BCS0118,,,2-7-2005,2005-07-02
2022,BCS,119,2022BCS0119,,,20-8-2004,2004-08-20
2022,BCS,120,2022BCS0120,,,28-5-2004,2004-05-28
2022,BCS,121,2022BCS0121,,,15-5-2004,2004-05-15
2022,BCS,122,2022BCS0122,,,16-7-2004,2004-07-16
2022,BCS,123,2022BCS0123,,,14-3-2005,2005-03-14
2022,BCS,124,2022BCS0124,,,29-8-2004,2004-08-29
2022,BCS,125,2022BCS0125,,,18-11-2004,2004-11-18
2022,BCS,126,2022BCS0126,,,24-2-2005,2005-02-24
2022,BCS,127,2022BCS0127,,,18-3-2004,2004-03-18
2022,BCS,128,2022BCS0128,,,22-9-2004,2004-09-22
2022,BCS,129,2022BCS0129,,,28-2-2004,2004-02-28
2022,BCS,130,2022BCS0130,,,28-8-2004,2004-08-28
2022,BCS,131,2022BCS0131,,,13-7-2003,2003-07-13
2022,BCS,132,2022BCS0132,,,3-11-2004,2004-11-03
2022,BCS,133,2022BCS0133,,,4-1-2004,2004-01-04
2022,BCS,134,2022BCS0134,,,23-5-2004,2004-05-23
2022,BCS,135,2022BCS0135,,,25-8-2004,2004-08-25
2022,BCS,136,2022BCS0136,,,22-9-2003,2003-09-22
2022,BCS,137,2022BCS0137,,,19-1-2004,2004-01-19
2022,BCS,138,2022BCS0138,,,31-7-2005,2005-07-31
2022,BCS,139,2022BCS0139,,,24-6-2004,2004-06-24
2022,BCS,140,2022BCS0140,,,21-8-2005,2005-08-21
2022,BCS,141,2022BCS0141,,,20-12-2004,2004-12-20
2022,BCS,142,2022BCS0142,,,26-12-2004,2004-12-26
2022,BCS,143,2022BCS0143,,,6-3-2004,2004-03-06
2022,BCS,144,2022BCS0144,,,13-3-2003,2003-03-13
2022,BCS,145,2022BCS0145,,,8-5-2004,2004-05-08
2022,BCS,146,2022BCS0146,,,20-12-2002,2002-12-20
2022,BCS,147,2022BCS0147,,,20-11-2003,2003-11-20
2022,BCS,148,2022BCS0148,,,21-9-2003,2003-09-21
2022,BCS,149,2022BCS0149,,,12-9-2003,2003-09-12
2022,BCS,150,2022BCS0150,,,9-6-2004,2004-06-09
