2022,BCD,1,2022BCD0001,,,25-7-4,2004-07-25
2022,BCD,2,2022BCD0002,,,17-12-4,2004-12-17
2022,BCD,3,2022BCD0003,,,30-7-4,2004-07-30
2022,BCD,4,2022BCD0004,,,24-4-5,2005-04-24
2022,BCD,5,2022BCD0005,,,22-01-2005,2005-01-22
2022,BCD,6,2022BCD0006,,,21-9-2003,2003-09-21
2022,BCD,7,2022BCD0007,,,20-09-2003,2003-09-20
2022,BCD,8,2022BCD0008,,,25-01-2005,2005-01-25
2022,BCD,9,2022BCD0009,,,07-02-2004,2004-02-07
2022,BCD,10,2022BCD0010,,,09-11-2003,2003-11-09
2022,BCD,11,2022BCD0011,,,14-06-2001,2001-06-14
2022,BCD,12,2022BCD0012,,,11-02-2004,2004-02-11
2022,BCD,13,2022BCD0013,,,08-11-2002,2002-11-08
2022,BCD,14,2022BCD0014,,,21-09-2004,2004-09-21
2022,BCD,15,2022BCD0015,,,22-10-2003,2003-10-22
2022,BCD,16,2022BCD0016,,,15-01-2005,2005-01-15
2022,BCD,17,2022BCD0017,,,06-05-2003,2003-05-06
2022,BCD,18,2022BCD0018,,,25-10-2004,2004-10-25
2022,BCD,19,2022BCD0019,,,06-04-2004,2004-04-06
2022,BCD,20,2022BCD0020,,,25-02-2005,2005-02-25
2022,BCD,21,2022BCD0021,,,11-06-2004,2004-06-11
2022,BCD,22,2022BCD0022,,,10-05-2005,2005-05-10
2022,BCD,23,2022BCD0023,,,13-10-2004,2004-10-13
2022,BCD,24,2022BCD0024,,,14-04-2005,2005-04-14
2022,BCD,25,2022BCD0025,,,09-08-2005,2005-08-09
2022,BCD,26,2022BCD0026,,,19-07-2003,2003-07-19
2022,BCD,27,2022BCD0027,,,28-04-2004,2004-04-28
2022,BCD,28,2022BCD0028,,,20-11-2004,2004-11-20
2022,BCD,29,2022BCD0029,,,24-09-2003,2003-09-24
2022,BCD,30,2022BCD0030,,,14-05-2007,2007-05-14
2022,BCD,31,2022BCD0031,,,03-09-2004,2004-09-03
2022,BCD,32,2022BCD0032,,,29-01-2004,2004-01-29
2022,BCD,33,2022BCD0033,,,02-10-2004,2004-10-02
2022,BCD,34,2022BCD0034,,,13-06-2004,2004-06-13
2022,BCD,35,2022BCD0035,,,23-03-2004,2004-03-23
2022,BCD,36,2022BCD0036,,,5-6-2005,2005-06-05
2022,BCD,37,2022BCD0037,,,22-8-2005,2005-08-22
2022,BCD,38,2022BCD0038,,,26-11-2004,2004-11-26
2022,BCD,39,2022BCD0039,,,11-6-2004,2004-06-11
